year,month,median_difference,lower_95a,upper_95a,lower_95b,upper_95b,lower_95c,upper_95c,lower_95d,upper_95d,lower_95e,upper_95e
1948,12,-0.2,-0.264,-0.135,-0.272,-0.128,-0.353,-0.047,-0.303,-0.101,-0.384,-0.017
1949,1,0.151,0.105,0.206,0.083,0.218,-0.019,0.32,0.066,0.235,-0.039,0.34
1949,2,-0.149,-0.196,-0.095,-0.216,-0.081,-0.282,-0.015,-0.23,-0.064,-0.304,0.01
1949,3,-0.175,-0.235,-0.108,-0.24,-0.111,-0.304,-0.047,-0.26,-0.082,-0.329,-0.016
1949,4,0.007,-0.046,0.054,-0.06,0.075,-0.137,0.152,-0.078,0.092,-0.16,0.175
1949,5,-0.045,-0.101,-0.001,-0.114,0.023,-0.205,0.115,-0.136,0.039,-0.23,0.135
1949,6,-0.187,-0.238,-0.141,-0.256,-0.118,-0.33,-0.043,-0.271,-0.1,-0.353,-0.019
1949,7,-0.092,-0.144,-0.026,-0.157,-0.026,-0.282,0.099,-0.177,-0.003,-0.301,0.119
1949,8,-0.037,-0.096,0.015,-0.107,0.032,-0.271,0.196,-0.128,0.046,-0.29,0.209
1949,9,-0.071,-0.12,-0.025,-0.137,-0.004,-0.274,0.133,-0.157,0.01,-0.293,0.146
1949,10,-0.031,-0.075,0.02,-0.098,0.037,-0.184,0.123,-0.112,0.056,-0.204,0.146
1949,11,-0.077,-0.13,-0.033,-0.147,-0.006,-0.2,0.046,-0.167,0.006,-0.229,0.072
1949,12,-0.185,-0.237,-0.134,-0.252,-0.117,-0.328,-0.041,-0.273,-0.098,-0.353,-0.017
1950,1,-0.326,-0.366,-0.276,-0.39,-0.263,-0.495,-0.158,-0.404,-0.247,-0.512,-0.14
1950,2,-0.244,-0.289,-0.187,-0.314,-0.174,-0.378,-0.11,-0.327,-0.155,-0.401,-0.083
1950,3,-0.178,-0.234,-0.117,-0.245,-0.112,-0.309,-0.048,-0.264,-0.088,-0.335,-0.02
1950,4,-0.168,-0.217,-0.118,-0.235,-0.101,-0.311,-0.025,-0.252,-0.084,-0.334,-0.002
1950,5,-0.089,-0.143,-0.044,-0.154,-0.024,-0.246,0.069,-0.174,-0.008,-0.269,0.088
1950,6,-0.074,-0.123,-0.024,-0.141,-0.008,-0.218,0.07,-0.156,0.013,-0.24,0.095
1950,7,-0.044,-0.088,0.023,-0.109,0.022,-0.227,0.14,-0.125,0.05,-0.242,0.165
1950,8,-0.113,-0.166,-0.059,-0.18,-0.047,-0.339,0.112,-0.197,-0.029,-0.353,0.128
1950,9,-0.105,-0.148,-0.058,-0.173,-0.036,-0.31,0.101,-0.188,-0.021,-0.327,0.117
1950,10,-0.128,-0.176,-0.074,-0.195,-0.062,-0.28,0.024,-0.209,-0.04,-0.299,0.048
1950,11,-0.389,-0.44,-0.341,-0.454,-0.324,-0.508,-0.27,-0.474,-0.309,-0.535,-0.245
1950,12,-0.249,-0.297,-0.194,-0.316,-0.182,-0.378,-0.12,-0.337,-0.161,-0.405,-0.093
1951,1,-0.353,-0.396,-0.307,-0.414,-0.292,-0.512,-0.195,-0.428,-0.276,-0.528,-0.177
1951,2,-0.461,-0.499,-0.405,-0.526,-0.397,-0.587,-0.335,-0.535,-0.378,-0.606,-0.309
1951,3,-0.292,-0.34,-0.242,-0.357,-0.227,-0.424,-0.16,-0.372,-0.212,-0.447,-0.138
1951,4,-0.104,-0.152,-0.059,-0.168,-0.04,-0.251,0.043,-0.181,-0.027,-0.27,0.061
1951,5,-0.015,-0.06,0.025,-0.081,0.051,-0.172,0.142,-0.099,0.065,-0.193,0.161
1951,6,0.034,-0.006,0.079,-0.031,0.1,-0.107,0.176,-0.042,0.113,-0.126,0.197
1951,7,0.045,0.004,0.102,-0.021,0.111,-0.156,0.246,-0.031,0.131,-0.167,0.265
1951,8,0.137,0.094,0.192,0.076,0.198,-0.088,0.363,0.062,0.216,-0.1,0.377
1951,9,0.092,0.055,0.136,0.03,0.154,-0.112,0.297,0.021,0.169,-0.123,0.312
1951,10,0.133,0.09,0.186,0.072,0.194,-0.019,0.285,0.057,0.216,-0.037,0.307
1951,11,-0.037,-0.087,0.003,-0.1,0.025,-0.155,0.08,-0.114,0.039,-0.177,0.103
1951,12,0.178,0.135,0.228,0.119,0.236,0.051,0.304,0.103,0.255,0.031,0.326
1952,1,0.185,0.146,0.228,0.12,0.249,0.027,0.342,0.108,0.263,0.01,0.361
1952,2,0.133,0.102,0.184,0.072,0.194,0.012,0.254,0.064,0.213,-0.005,0.28
1952,3,-0.129,-0.176,-0.076,-0.189,-0.068,-0.255,-0.003,-0.206,-0.051,-0.277,0.019
1952,4,0.056,0.006,0.109,-0.006,0.119,-0.086,0.198,-0.021,0.134,-0.106,0.218
1952,5,0.042,-0.008,0.082,-0.02,0.104,-0.115,0.198,-0.038,0.119,-0.135,0.216
1952,6,0.04,-0.003,0.087,-0.02,0.099,-0.099,0.179,-0.034,0.117,-0.118,0.199
1952,7,0.099,0.053,0.156,0.037,0.161,-0.09,0.287,0.023,0.183,-0.103,0.307
1952,8,0.094,0.049,0.142,0.033,0.155,-0.133,0.321,0.018,0.169,-0.146,0.332
1952,9,0.099,0.059,0.145,0.037,0.161,-0.108,0.306,0.026,0.177,-0.119,0.321
1952,10,-0.006,-0.05,0.048,-0.067,0.055,-0.156,0.144,-0.078,0.074,-0.171,0.165
1952,11,-0.186,-0.238,-0.146,-0.246,-0.125,-0.309,-0.062,-0.265,-0.115,-0.333,-0.044
1952,12,-0.059,-0.102,-0.008,-0.117,0,-0.188,0.07,-0.132,0.02,-0.206,0.094
1953,1,0.065,0.017,0.105,0.002,0.128,-0.084,0.213,-0.011,0.141,-0.102,0.232
1953,2,0.143,0.101,0.193,0.082,0.203,0.022,0.264,0.072,0.222,0.004,0.289
1953,3,0.127,0.078,0.177,0.067,0.187,-0.002,0.256,0.05,0.208,-0.024,0.279
1953,4,0.196,0.154,0.24,0.135,0.257,0.054,0.338,0.123,0.273,0.037,0.358
1953,5,0.14,0.091,0.185,0.077,0.203,-0.018,0.298,0.062,0.22,-0.035,0.318
1953,6,0.166,0.123,0.213,0.103,0.229,0.022,0.31,0.089,0.245,0.003,0.33
1953,7,0.051,0.012,0.098,-0.01,0.112,-0.136,0.238,-0.021,0.13,-0.148,0.255
1953,8,0.097,0.052,0.143,0.037,0.157,-0.128,0.322,0.021,0.171,-0.141,0.333
1953,9,0.077,0.04,0.121,0.016,0.138,-0.124,0.278,0.006,0.156,-0.134,0.295
1953,10,0.075,0.031,0.128,0.014,0.137,-0.077,0.228,0.001,0.153,-0.095,0.246
1953,11,-0.07,-0.112,-0.032,-0.136,-0.003,-0.19,0.051,-0.149,0.007,-0.214,0.073
1953,12,0.091,0.049,0.14,0.033,0.149,-0.047,0.229,0.019,0.169,-0.063,0.252
1954,1,-0.235,-0.277,-0.197,-0.297,-0.173,-0.394,-0.077,-0.309,-0.16,-0.41,-0.059
1954,2,-0.084,-0.12,-0.036,-0.144,-0.023,-0.208,0.041,-0.153,-0.007,-0.225,0.063
1954,3,-0.152,-0.193,-0.103,-0.213,-0.092,-0.288,-0.017,-0.225,-0.071,-0.305,0.006
1954,4,-0.146,-0.193,-0.099,-0.208,-0.083,-0.288,-0.004,-0.223,-0.068,-0.308,0.016
1954,5,-0.206,-0.25,-0.163,-0.266,-0.146,-0.36,-0.052,-0.282,-0.13,-0.377,-0.034
1954,6,-0.129,-0.168,-0.084,-0.191,-0.066,-0.267,0.01,-0.204,-0.053,-0.287,0.029
1954,7,-0.198,-0.24,-0.145,-0.26,-0.137,-0.387,-0.01,-0.27,-0.117,-0.398,0.009
1954,8,-0.092,-0.13,-0.054,-0.151,-0.034,-0.318,0.134,-0.163,-0.023,-0.33,0.143
1954,9,-0.086,-0.121,-0.043,-0.147,-0.025,-0.29,0.117,-0.158,-0.01,-0.301,0.132
1954,10,-0.033,-0.074,0.024,-0.093,0.027,-0.183,0.116,-0.105,0.042,-0.199,0.134
1954,11,0.023,-0.019,0.06,-0.038,0.084,-0.094,0.141,-0.049,0.096,-0.115,0.162
1954,12,-0.232,-0.274,-0.19,-0.29,-0.174,-0.364,-0.1,-0.302,-0.156,-0.38,-0.079
1955,1,0.127,0.086,0.167,0.07,0.185,-0.021,0.276,0.058,0.199,-0.036,0.293
1955,2,-0.166,-0.195,-0.119,-0.224,-0.108,-0.286,-0.046,-0.234,-0.09,-0.302,-0.023
1955,3,-0.404,-0.445,-0.364,-0.465,-0.344,-0.532,-0.277,-0.478,-0.332,-0.553,-0.258
1955,4,-0.245,-0.288,-0.205,-0.305,-0.185,-0.387,-0.104,-0.318,-0.174,-0.405,-0.087
1955,5,-0.236,-0.282,-0.198,-0.295,-0.177,-0.39,-0.082,-0.309,-0.165,-0.406,-0.067
1955,6,-0.167,-0.2,-0.126,-0.224,-0.111,-0.306,-0.029,-0.233,-0.098,-0.32,-0.012
1955,7,-0.198,-0.234,-0.155,-0.257,-0.14,-0.387,-0.01,-0.265,-0.127,-0.397,0.005
1955,8,-0.062,-0.098,-0.02,-0.119,-0.004,-0.285,0.162,-0.13,0.007,-0.295,0.171
1955,9,-0.116,-0.154,-0.077,-0.176,-0.056,-0.315,0.084,-0.184,-0.043,-0.326,0.098
1955,10,-0.165,-0.206,-0.119,-0.222,-0.108,-0.314,-0.017,-0.234,-0.092,-0.328,0.001
1955,11,-0.315,-0.358,-0.278,-0.371,-0.26,-0.428,-0.202,-0.383,-0.249,-0.446,-0.185
1955,12,-0.337,-0.38,-0.296,-0.393,-0.28,-0.463,-0.21,-0.403,-0.263,-0.478,-0.188
1956,1,-0.245,-0.278,-0.212,-0.301,-0.188,-0.391,-0.098,-0.311,-0.176,-0.405,-0.082
1956,2,-0.349,-0.378,-0.301,-0.406,-0.291,-0.466,-0.231,-0.414,-0.275,-0.482,-0.209
1956,3,-0.313,-0.347,-0.275,-0.367,-0.259,-0.438,-0.188,-0.378,-0.246,-0.453,-0.171
1956,4,-0.334,-0.376,-0.296,-0.391,-0.277,-0.472,-0.196,-0.403,-0.267,-0.489,-0.181
1956,5,-0.281,-0.327,-0.244,-0.339,-0.223,-0.429,-0.132,-0.35,-0.212,-0.445,-0.117
1956,6,-0.226,-0.257,-0.196,-0.285,-0.167,-0.359,-0.093,-0.294,-0.159,-0.376,-0.078
1956,7,-0.21,-0.248,-0.171,-0.27,-0.15,-0.39,-0.03,-0.278,-0.138,-0.402,-0.015
1956,8,-0.246,-0.284,-0.205,-0.3,-0.193,-0.469,-0.024,-0.309,-0.179,-0.476,-0.013
1956,9,-0.283,-0.318,-0.248,-0.341,-0.224,-0.479,-0.087,-0.35,-0.214,-0.49,-0.075
1956,10,-0.233,-0.273,-0.196,-0.29,-0.176,-0.38,-0.086,-0.3,-0.166,-0.394,-0.071
1956,11,-0.261,-0.295,-0.228,-0.315,-0.206,-0.373,-0.148,-0.326,-0.196,-0.391,-0.131
1956,12,-0.205,-0.241,-0.166,-0.261,-0.149,-0.328,-0.082,-0.272,-0.136,-0.345,-0.063
1957,1,-0.163,-0.192,-0.125,-0.218,-0.107,-0.297,-0.028,-0.226,-0.096,-0.311,-0.012
1957,2,-0.128,-0.157,-0.086,-0.183,-0.074,-0.241,-0.016,-0.19,-0.061,-0.256,0.004
1957,3,-0.186,-0.224,-0.146,-0.241,-0.132,-0.313,-0.059,-0.249,-0.12,-0.327,-0.043
1957,4,-0.061,-0.096,-0.026,-0.116,-0.006,-0.193,0.071,-0.124,0.005,-0.206,0.087
1957,5,0.05,0.015,0.088,-0.008,0.108,-0.096,0.197,-0.017,0.119,-0.11,0.213
1957,6,0.086,0.053,0.117,0.03,0.141,-0.04,0.212,0.02,0.149,-0.057,0.226
1957,7,0.004,-0.033,0.046,-0.053,0.061,-0.17,0.178,-0.061,0.075,-0.181,0.194
1957,8,0.096,0.067,0.142,0.039,0.153,-0.115,0.307,0.03,0.165,-0.125,0.318
1957,9,0.039,0.01,0.076,-0.019,0.097,-0.153,0.231,-0.026,0.108,-0.163,0.244
1957,10,-0.012,-0.05,0.028,-0.07,0.046,-0.155,0.131,-0.08,0.058,-0.169,0.148
1957,11,0.055,0.021,0.093,0,0.11,-0.048,0.158,-0.01,0.12,-0.067,0.177
1957,12,0.152,0.118,0.197,0.098,0.206,0.037,0.268,0.09,0.222,0.022,0.289
1958,1,0.269,0.243,0.311,0.213,0.325,0.135,0.403,0.206,0.338,0.122,0.421
1958,2,0.183,0.156,0.223,0.129,0.238,0.073,0.294,0.119,0.25,0.056,0.312
1958,3,-0.002,-0.033,0.037,-0.054,0.051,-0.123,0.12,-0.063,0.062,-0.138,0.136
1958,4,0.038,0.001,0.069,-0.017,0.093,-0.089,0.165,-0.028,0.103,-0.105,0.18
1958,5,0.034,-0.003,0.074,-0.022,0.09,-0.112,0.18,-0.033,0.1,-0.126,0.194
1958,6,-0.015,-0.044,0.017,-0.072,0.042,-0.14,0.11,-0.079,0.05,-0.155,0.126
1958,7,0.041,0.005,0.081,-0.015,0.096,-0.133,0.215,-0.025,0.11,-0.144,0.229
1958,8,0.007,-0.022,0.041,-0.045,0.059,-0.207,0.222,-0.054,0.068,-0.216,0.23
1958,9,-0.053,-0.084,-0.016,-0.11,0.004,-0.244,0.138,-0.115,0.016,-0.252,0.152
1958,10,0.015,-0.017,0.051,-0.037,0.068,-0.123,0.153,-0.046,0.078,-0.135,0.168
1958,11,0.008,-0.024,0.043,-0.047,0.063,-0.095,0.111,-0.054,0.075,-0.111,0.132
1958,12,0.03,-0.003,0.07,-0.024,0.083,-0.093,0.152,-0.033,0.097,-0.107,0.17
1959,1,0.089,0.062,0.125,0.034,0.144,-0.038,0.216,0.026,0.154,-0.052,0.232
1959,2,0.031,0.003,0.063,-0.021,0.083,-0.071,0.134,-0.03,0.093,-0.088,0.151
1959,3,0.08,0.046,0.115,0.026,0.133,-0.03,0.189,0.015,0.145,-0.049,0.206
1959,4,0.048,0.008,0.076,-0.005,0.1,-0.085,0.18,-0.015,0.108,-0.099,0.192
1959,5,-0.013,-0.043,0.02,-0.067,0.041,-0.154,0.128,-0.074,0.05,-0.166,0.142
1959,6,0.065,0.035,0.094,0.012,0.118,-0.06,0.189,0.002,0.125,-0.075,0.202
1959,7,0.03,-0.004,0.066,-0.023,0.082,-0.139,0.198,-0.033,0.093,-0.15,0.21
1959,8,0.047,0.013,0.075,-0.002,0.096,-0.163,0.256,-0.012,0.103,-0.171,0.264
1959,9,0.04,0.011,0.07,-0.013,0.093,-0.15,0.23,-0.021,0.1,-0.16,0.239
1959,10,-0.033,-0.062,-0.001,-0.088,0.021,-0.169,0.102,-0.096,0.031,-0.182,0.117
1959,11,-0.109,-0.137,-0.081,-0.163,-0.056,-0.214,-0.005,-0.171,-0.047,-0.23,0.012
1959,12,-0.071,-0.104,-0.033,-0.124,-0.018,-0.187,0.045,-0.134,-0.006,-0.202,0.063
1960,1,-0.031,-0.061,0.003,-0.083,0.021,-0.167,0.105,-0.092,0.03,-0.18,0.118
1960,2,0.102,0.077,0.134,0.05,0.154,-0.005,0.208,0.043,0.162,-0.019,0.225
1960,3,-0.316,-0.345,-0.283,-0.369,-0.263,-0.432,-0.199,-0.375,-0.252,-0.446,-0.182
1960,4,-0.178,-0.207,-0.15,-0.232,-0.124,-0.306,-0.05,-0.24,-0.117,-0.32,-0.036
1960,5,-0.156,-0.184,-0.129,-0.211,-0.101,-0.297,-0.015,-0.218,-0.094,-0.31,-0.002
1960,6,-0.029,-0.062,0,-0.083,0.024,-0.153,0.095,-0.091,0.033,-0.168,0.11
1960,7,-0.028,-0.055,0.002,-0.079,0.024,-0.195,0.14,-0.087,0.032,-0.205,0.15
1960,8,0.009,-0.024,0.036,-0.042,0.061,-0.201,0.22,-0.051,0.069,-0.21,0.228
1960,9,0.063,0.034,0.092,0.012,0.115,-0.126,0.253,0.005,0.122,-0.135,0.262
1960,10,-0.025,-0.054,0.004,-0.077,0.028,-0.158,0.108,-0.085,0.037,-0.17,0.123
1960,11,-0.149,-0.178,-0.121,-0.199,-0.1,-0.25,-0.049,-0.206,-0.09,-0.264,-0.032
1960,12,0.146,0.114,0.178,0.095,0.197,0.03,0.262,0.086,0.207,0.016,0.277
1961,1,0.05,0.019,0.076,0,0.099,-0.074,0.173,-0.01,0.106,-0.088,0.185
1961,2,0.182,0.152,0.207,0.132,0.231,0.08,0.283,0.125,0.238,0.065,0.298
1961,3,0.096,0.069,0.13,0.046,0.146,-0.018,0.21,0.038,0.159,-0.032,0.227
1961,4,0.098,0.071,0.122,0.048,0.148,-0.029,0.225,0.039,0.154,-0.042,0.236
1961,5,0.087,0.054,0.113,0.038,0.137,-0.055,0.229,0.028,0.145,-0.066,0.241
1961,6,0.11,0.076,0.135,0.061,0.159,-0.01,0.231,0.052,0.166,-0.024,0.242
1961,7,0.019,-0.01,0.057,-0.031,0.069,-0.151,0.189,-0.04,0.081,-0.16,0.2
1961,8,0.034,-0.003,0.057,-0.013,0.081,-0.175,0.242,-0.024,0.088,-0.183,0.249
1961,9,-0.027,-0.054,-0.003,-0.076,0.022,-0.218,0.163,-0.084,0.029,-0.225,0.171
1961,10,-0.031,-0.064,-0.004,-0.079,0.016,-0.169,0.106,-0.088,0.023,-0.18,0.116
1961,11,-0.018,-0.05,0.005,-0.066,0.03,-0.119,0.083,-0.074,0.036,-0.134,0.096
1961,12,-0.114,-0.141,-0.085,-0.163,-0.064,-0.233,0.006,-0.172,-0.055,-0.246,0.02
1962,1,0.055,0.023,0.083,0.007,0.104,-0.068,0.179,-0.002,0.111,-0.081,0.19
1962,2,0.137,0.113,0.16,0.086,0.187,0.032,0.242,0.081,0.194,0.018,0.256
1962,3,0.029,-0.001,0.058,-0.019,0.077,-0.087,0.144,-0.028,0.089,-0.099,0.16
1962,4,0.026,-0.001,0.05,-0.021,0.074,-0.1,0.153,-0.029,0.08,-0.112,0.163
1962,5,-0.045,-0.083,-0.018,-0.095,0.005,-0.191,0.101,-0.105,0.012,-0.202,0.112
1962,6,-0.053,-0.087,-0.032,-0.101,-0.004,-0.179,0.073,-0.109,0.004,-0.191,0.086
1962,7,0.017,-0.011,0.047,-0.033,0.067,-0.156,0.19,-0.038,0.075,-0.164,0.2
1962,8,-0.003,-0.034,0.018,-0.047,0.042,-0.213,0.208,-0.057,0.047,-0.22,0.213
1962,9,-0.014,-0.042,0.012,-0.064,0.036,-0.205,0.177,-0.071,0.041,-0.213,0.184
1962,10,0.045,0.014,0.068,-0.003,0.094,-0.089,0.18,-0.013,0.098,-0.102,0.188
1962,11,0.013,-0.019,0.032,-0.035,0.061,-0.093,0.119,-0.043,0.066,-0.107,0.13
1962,12,-0.011,-0.048,0.016,-0.059,0.038,-0.138,0.116,-0.071,0.044,-0.152,0.127
1963,1,-0.045,-0.083,-0.021,-0.096,0.006,-0.171,0.081,-0.105,0.011,-0.185,0.093
1963,2,0.15,0.12,0.174,0.1,0.2,0.045,0.254,0.093,0.205,0.031,0.268
1963,3,-0.146,-0.167,-0.114,-0.192,-0.099,-0.266,-0.026,-0.201,-0.091,-0.277,-0.013
1963,4,-0.067,-0.091,-0.047,-0.115,-0.02,-0.195,0.06,-0.122,-0.014,-0.207,0.071
1963,5,-0.021,-0.05,0,-0.071,0.029,-0.166,0.123,-0.08,0.033,-0.177,0.133
1963,6,-0.034,-0.058,-0.011,-0.082,0.014,-0.158,0.091,-0.088,0.022,-0.169,0.103
1963,7,0.11,0.083,0.15,0.061,0.16,-0.06,0.281,0.05,0.174,-0.07,0.294
1963,8,0.128,0.092,0.168,0.081,0.175,-0.082,0.337,0.065,0.188,-0.091,0.346
1963,9,0.129,0.095,0.163,0.078,0.179,-0.067,0.324,0.066,0.189,-0.076,0.333
1963,10,0.225,0.195,0.265,0.175,0.275,0.088,0.361,0.163,0.288,0.075,0.375
1963,11,0.161,0.127,0.195,0.111,0.212,0.052,0.271,0.101,0.224,0.037,0.288
1963,12,-0.007,-0.047,0.033,-0.055,0.042,-0.124,0.111,-0.069,0.057,-0.14,0.127
1964,1,-0.053,-0.083,-0.021,-0.101,-0.005,-0.178,0.072,-0.111,0.003,-0.191,0.083
1964,2,-0.127,-0.158,-0.099,-0.173,-0.08,-0.232,-0.021,-0.182,-0.073,-0.247,-0.009
1964,3,-0.279,-0.307,-0.23,-0.324,-0.235,-0.399,-0.159,-0.332,-0.218,-0.409,-0.144
1964,4,-0.247,-0.27,-0.21,-0.294,-0.199,-0.374,-0.119,-0.3,-0.186,-0.383,-0.103
1964,5,-0.176,-0.209,-0.151,-0.225,-0.127,-0.319,-0.033,-0.234,-0.119,-0.33,-0.022
1964,6,-0.159,-0.186,-0.126,-0.208,-0.111,-0.279,-0.04,-0.214,-0.1,-0.29,-0.025
1964,7,-0.172,-0.191,-0.139,-0.22,-0.124,-0.34,-0.003,-0.225,-0.112,-0.347,0.009
1964,8,-0.256,-0.283,-0.224,-0.301,-0.211,-0.469,-0.044,-0.31,-0.201,-0.475,-0.037
1964,9,-0.283,-0.31,-0.253,-0.33,-0.236,-0.474,-0.092,-0.337,-0.227,-0.481,-0.084
1964,10,-0.267,-0.296,-0.233,-0.314,-0.22,-0.404,-0.13,-0.322,-0.21,-0.414,-0.119
1964,11,-0.297,-0.326,-0.267,-0.343,-0.252,-0.408,-0.187,-0.35,-0.242,-0.419,-0.173
1964,12,-0.353,-0.387,-0.32,-0.4,-0.306,-0.47,-0.236,-0.411,-0.295,-0.483,-0.223
1965,1,-0.105,-0.129,-0.071,-0.154,-0.057,-0.232,0.022,-0.161,-0.047,-0.243,0.035
1965,2,-0.247,-0.274,-0.214,-0.295,-0.2,-0.352,-0.143,-0.303,-0.192,-0.366,-0.13
1965,3,-0.218,-0.248,-0.173,-0.264,-0.173,-0.338,-0.098,-0.273,-0.159,-0.35,-0.084
1965,4,-0.255,-0.276,-0.22,-0.301,-0.208,-0.378,-0.131,-0.309,-0.197,-0.389,-0.118
1965,5,-0.162,-0.187,-0.127,-0.209,-0.115,-0.309,-0.016,-0.217,-0.103,-0.317,-0.004
1965,6,-0.11,-0.138,-0.076,-0.156,-0.064,-0.236,0.015,-0.164,-0.054,-0.247,0.027
1965,7,-0.179,-0.204,-0.143,-0.228,-0.131,-0.35,-0.008,-0.234,-0.118,-0.357,0.004
1965,8,-0.107,-0.132,-0.067,-0.152,-0.062,-0.321,0.107,-0.161,-0.05,-0.327,0.115
1965,9,-0.09,-0.117,-0.059,-0.14,-0.041,-0.285,0.104,-0.147,-0.033,-0.293,0.113
1965,10,-0.025,-0.049,0.007,-0.073,0.023,-0.162,0.112,-0.081,0.032,-0.173,0.123
1965,11,-0.135,-0.163,-0.103,-0.18,-0.089,-0.243,-0.026,-0.187,-0.078,-0.254,-0.011
1965,12,-0.065,-0.096,-0.034,-0.11,-0.02,-0.178,0.048,-0.12,-0.01,-0.191,0.061
1966,1,-0.095,-0.122,-0.063,-0.141,-0.049,-0.22,0.03,-0.15,-0.041,-0.232,0.04
1966,2,-0.094,-0.123,-0.064,-0.139,-0.049,-0.195,0.007,-0.146,-0.041,-0.207,0.02
1966,3,-0.066,-0.094,-0.033,-0.109,-0.023,-0.187,0.055,-0.119,-0.011,-0.198,0.067
1966,4,-0.107,-0.132,-0.078,-0.152,-0.061,-0.237,0.024,-0.159,-0.052,-0.247,0.035
1966,5,-0.14,-0.164,-0.111,-0.188,-0.093,-0.282,0.001,-0.194,-0.084,-0.291,0.013
1966,6,0.036,0.012,0.066,-0.011,0.084,-0.089,0.162,-0.019,0.091,-0.101,0.173
1966,7,0.031,0.007,0.063,-0.017,0.078,-0.142,0.204,-0.022,0.089,-0.149,0.214
1966,8,-0.019,-0.042,0.012,-0.066,0.027,-0.231,0.193,-0.072,0.037,-0.237,0.202
1966,9,-0.039,-0.063,-0.014,-0.088,0.011,-0.226,0.149,-0.094,0.017,-0.234,0.157
1966,10,-0.106,-0.129,-0.075,-0.152,-0.06,-0.242,0.03,-0.157,-0.051,-0.251,0.042
1966,11,-0.095,-0.121,-0.07,-0.139,-0.051,-0.205,0.014,-0.145,-0.043,-0.215,0.026
1966,12,-0.137,-0.16,-0.107,-0.183,-0.091,-0.258,-0.016,-0.19,-0.081,-0.269,-0.003
1967,1,-0.167,-0.189,-0.144,-0.211,-0.123,-0.292,-0.043,-0.218,-0.117,-0.302,-0.034
1967,2,-0.235,-0.256,-0.206,-0.282,-0.189,-0.338,-0.133,-0.286,-0.183,-0.35,-0.12
1967,3,-0.048,-0.076,-0.021,-0.092,-0.004,-0.17,0.074,-0.1,0.003,-0.181,0.084
1967,4,-0.063,-0.086,-0.033,-0.108,-0.019,-0.195,0.068,-0.115,-0.012,-0.205,0.078
1967,5,0.077,0.055,0.103,0.031,0.123,-0.067,0.221,0.026,0.13,-0.075,0.231
1967,6,-0.083,-0.107,-0.057,-0.125,-0.041,-0.21,0.044,-0.131,-0.034,-0.219,0.053
1967,7,-0.064,-0.087,-0.027,-0.108,-0.019,-0.235,0.108,-0.114,-0.006,-0.24,0.119
1967,8,-0.063,-0.083,-0.038,-0.106,-0.019,-0.276,0.151,-0.111,-0.011,-0.28,0.158
1967,9,-0.096,-0.117,-0.079,-0.14,-0.051,-0.281,0.089,-0.146,-0.048,-0.288,0.095
1967,10,0.06,0.047,0.079,0.017,0.103,-0.075,0.195,0.015,0.107,-0.082,0.203
1967,11,-0.061,-0.079,-0.043,-0.103,-0.018,-0.17,0.049,-0.107,-0.015,-0.18,0.058
1967,12,-0.148,-0.17,-0.129,-0.192,-0.105,-0.265,-0.032,-0.197,-0.1,-0.275,-0.022
1968,1,-0.24,-0.262,-0.223,-0.283,-0.197,-0.365,-0.115,-0.287,-0.193,-0.374,-0.106
1968,2,-0.213,-0.231,-0.196,-0.257,-0.17,-0.316,-0.11,-0.26,-0.165,-0.326,-0.099
1968,3,0.039,0.019,0.058,-0.005,0.082,-0.086,0.163,-0.009,0.088,-0.094,0.172
1968,4,-0.169,-0.187,-0.148,-0.211,-0.126,-0.293,-0.045,-0.216,-0.121,-0.301,-0.036
1968,5,-0.221,-0.238,-0.201,-0.263,-0.178,-0.361,-0.08,-0.267,-0.173,-0.368,-0.072
1968,6,-0.107,-0.127,-0.087,-0.149,-0.066,-0.232,0.017,-0.154,-0.06,-0.24,0.026
1968,7,-0.102,-0.122,-0.087,-0.147,-0.058,-0.272,0.067,-0.15,-0.054,-0.279,0.074
1968,8,-0.057,-0.077,-0.038,-0.1,-0.014,-0.269,0.155,-0.104,-0.009,-0.274,0.16
1968,9,-0.086,-0.106,-0.065,-0.128,-0.044,-0.271,0.099,-0.133,-0.04,-0.277,0.104
1968,10,-0.02,-0.038,-0.001,-0.062,0.021,-0.16,0.119,-0.065,0.026,-0.166,0.127
1968,11,-0.071,-0.095,-0.052,-0.113,-0.029,-0.178,0.036,-0.118,-0.026,-0.188,0.045
1968,12,-0.109,-0.129,-0.084,-0.151,-0.066,-0.228,0.011,-0.155,-0.059,-0.236,0.022
1969,1,-0.168,-0.187,-0.151,-0.21,-0.127,-0.29,-0.047,-0.215,-0.123,-0.299,-0.039
1969,2,-0.167,-0.187,-0.149,-0.209,-0.125,-0.266,-0.067,-0.213,-0.12,-0.276,-0.057
1969,3,-0.005,-0.026,0.014,-0.045,0.035,-0.129,0.12,-0.05,0.042,-0.137,0.128
1969,4,0.105,0.084,0.129,0.06,0.15,-0.015,0.226,0.056,0.157,-0.025,0.237
1969,5,0.132,0.114,0.153,0.09,0.173,-0.01,0.274,0.085,0.179,-0.018,0.281
1969,6,0.024,0.005,0.041,-0.019,0.067,-0.102,0.149,-0.025,0.071,-0.111,0.158
1969,7,0.038,0.015,0.056,-0.004,0.08,-0.131,0.207,-0.01,0.083,-0.139,0.212
1969,8,0.053,0.033,0.08,0.01,0.096,-0.157,0.264,0.005,0.102,-0.163,0.269
