year,month,median_difference,lower_95a,upper_95a,lower_95b,upper_95b,lower_95c,upper_95c,lower_95d,upper_95d,lower_95e,upper_95e
1889,3,-0.069,-0.139,-0.007,-0.173,0.036,-0.291,0.154,-0.196,0.054,-0.324,0.186
1889,4,0.008,-0.049,0.064,-0.097,0.112,-0.178,0.194,-0.117,0.13,-0.216,0.23
1889,5,-0.083,-0.174,-0.024,-0.185,0.019,-0.272,0.107,-0.207,0.039,-0.308,0.143
1889,6,-0.146,-0.214,-0.088,-0.242,-0.049,-0.305,0.013,-0.263,-0.03,-0.342,0.052
1889,7,-0.196,-0.266,-0.126,-0.295,-0.096,-0.39,-0.001,-0.315,-0.074,-0.424,0.035
1889,8,-0.223,-0.285,-0.173,-0.32,-0.127,-0.48,0.034,-0.339,-0.115,-0.507,0.054
1889,9,-0.382,-0.449,-0.332,-0.483,-0.282,-0.611,-0.153,-0.506,-0.268,-0.645,-0.128
1889,10,-0.299,-0.362,-0.236,-0.399,-0.199,-0.517,-0.081,-0.415,-0.178,-0.545,-0.048
1889,11,-0.4,-0.47,-0.338,-0.5,-0.299,-0.592,-0.207,-0.517,-0.279,-0.624,-0.171
1889,12,-0.175,-0.251,-0.118,-0.272,-0.078,-0.389,0.039,-0.296,-0.058,-0.421,0.069
1890,1,-0.323,-0.388,-0.268,-0.423,-0.223,-0.606,-0.04,-0.446,-0.206,-0.633,-0.018
1890,2,-0.359,-0.442,-0.294,-0.462,-0.256,-0.617,-0.102,-0.489,-0.237,-0.648,-0.074
1890,3,-0.458,-0.529,-0.392,-0.554,-0.362,-0.684,-0.232,-0.578,-0.339,-0.713,-0.201
1890,4,-0.32,-0.383,-0.251,-0.416,-0.223,-0.508,-0.131,-0.437,-0.2,-0.541,-0.095
1890,5,-0.42,-0.513,-0.358,-0.523,-0.318,-0.615,-0.226,-0.546,-0.297,-0.65,-0.188
1890,6,-0.378,-0.452,-0.321,-0.472,-0.284,-0.545,-0.211,-0.496,-0.267,-0.583,-0.177
1890,7,-0.411,-0.494,-0.341,-0.513,-0.308,-0.604,-0.218,-0.536,-0.288,-0.641,-0.182
1890,8,-0.419,-0.493,-0.37,-0.516,-0.323,-0.669,-0.17,-0.537,-0.31,-0.697,-0.148
1890,9,-0.478,-0.545,-0.425,-0.577,-0.378,-0.706,-0.249,-0.599,-0.364,-0.739,-0.224
1890,10,-0.506,-0.575,-0.44,-0.607,-0.404,-0.734,-0.277,-0.625,-0.382,-0.762,-0.244
1890,11,-0.562,-0.63,-0.508,-0.665,-0.46,-0.749,-0.375,-0.683,-0.444,-0.785,-0.34
1890,12,-0.402,-0.48,-0.344,-0.501,-0.304,-0.614,-0.19,-0.525,-0.285,-0.647,-0.16
1891,1,-0.507,-0.58,-0.447,-0.608,-0.406,-0.812,-0.203,-0.634,-0.387,-0.838,-0.181
1891,2,-0.465,-0.547,-0.401,-0.564,-0.366,-0.739,-0.191,-0.592,-0.345,-0.767,-0.166
1891,3,-0.369,-0.45,-0.302,-0.475,-0.263,-0.602,-0.136,-0.5,-0.243,-0.636,-0.103
1891,4,-0.36,-0.431,-0.301,-0.465,-0.256,-0.556,-0.165,-0.489,-0.236,-0.595,-0.129
1891,5,-0.202,-0.307,-0.14,-0.302,-0.103,-0.385,-0.02,-0.329,-0.081,-0.423,0.017
1891,6,-0.295,-0.375,-0.23,-0.396,-0.194,-0.444,-0.147,-0.421,-0.175,-0.49,-0.104
1891,7,-0.329,-0.406,-0.25,-0.429,-0.228,-0.522,-0.136,-0.452,-0.201,-0.557,-0.096
1891,8,-0.32,-0.404,-0.261,-0.428,-0.211,-0.576,-0.063,-0.453,-0.198,-0.61,-0.038
1891,9,-0.202,-0.282,-0.143,-0.306,-0.097,-0.435,0.032,-0.332,-0.081,-0.471,0.059
1891,10,-0.326,-0.409,-0.269,-0.434,-0.217,-0.564,-0.087,-0.457,-0.198,-0.598,-0.055
1891,11,-0.541,-0.611,-0.482,-0.641,-0.441,-0.722,-0.361,-0.658,-0.421,-0.755,-0.323
1891,12,-0.124,-0.217,-0.065,-0.225,-0.024,-0.342,0.094,-0.252,-0.003,-0.376,0.126
1892,1,-0.399,-0.475,-0.34,-0.497,-0.302,-0.707,-0.091,-0.527,-0.284,-0.736,-0.073
1892,2,-0.121,-0.198,-0.063,-0.221,-0.02,-0.387,0.145,-0.249,-0.002,-0.417,0.17
1892,3,-0.461,-0.539,-0.399,-0.564,-0.358,-0.684,-0.239,-0.588,-0.339,-0.716,-0.207
1892,4,-0.483,-0.55,-0.421,-0.591,-0.376,-0.664,-0.303,-0.616,-0.356,-0.708,-0.263
1892,5,-0.401,-0.497,-0.335,-0.505,-0.297,-0.589,-0.213,-0.533,-0.274,-0.63,-0.174
1892,6,-0.466,-0.539,-0.394,-0.581,-0.351,-0.629,-0.303,-0.602,-0.329,-0.678,-0.253
1892,7,-0.532,-0.61,-0.456,-0.643,-0.42,-0.728,-0.336,-0.668,-0.398,-0.771,-0.295
1892,8,-0.447,-0.536,-0.388,-0.553,-0.341,-0.699,-0.195,-0.578,-0.326,-0.732,-0.168
1892,9,-0.326,-0.4,-0.278,-0.445,-0.208,-0.555,-0.097,-0.47,-0.197,-0.6,-0.067
1892,10,-0.44,-0.525,-0.38,-0.558,-0.323,-0.659,-0.222,-0.581,-0.305,-0.7,-0.183
1892,11,-0.626,-0.693,-0.56,-0.738,-0.513,-0.819,-0.432,-0.757,-0.494,-0.859,-0.391
1892,12,-0.792,-0.872,-0.73,-0.904,-0.681,-1.002,-0.583,-0.932,-0.662,-1.045,-0.546
1893,1,-0.959,-1.041,-0.894,-1.068,-0.851,-1.27,-0.649,-1.095,-0.834,-1.301,-0.626
1893,2,-0.723,-0.806,-0.656,-0.834,-0.612,-0.965,-0.48,-0.862,-0.594,-1.004,-0.45
1893,3,-0.373,-0.458,-0.31,-0.476,-0.271,-0.598,-0.148,-0.502,-0.25,-0.632,-0.117
1893,4,-0.564,-0.639,-0.508,-0.674,-0.455,-0.754,-0.375,-0.697,-0.438,-0.796,-0.337
1893,5,-0.558,-0.656,-0.494,-0.662,-0.454,-0.744,-0.373,-0.691,-0.434,-0.786,-0.335
1893,6,-0.462,-0.545,-0.4,-0.578,-0.347,-0.623,-0.302,-0.602,-0.33,-0.675,-0.254
1893,7,-0.279,-0.358,-0.204,-0.394,-0.164,-0.471,-0.088,-0.416,-0.143,-0.514,-0.044
1893,8,-0.29,-0.373,-0.238,-0.394,-0.186,-0.542,-0.038,-0.421,-0.176,-0.577,-0.017
1893,9,-0.439,-0.511,-0.388,-0.541,-0.338,-0.669,-0.209,-0.566,-0.324,-0.704,-0.184
1893,10,-0.273,-0.349,-0.214,-0.38,-0.167,-0.488,-0.058,-0.403,-0.148,-0.524,-0.025
1893,11,-0.417,-0.486,-0.349,-0.525,-0.308,-0.597,-0.236,-0.548,-0.291,-0.641,-0.197
1893,12,-0.341,-0.416,-0.274,-0.445,-0.237,-0.558,-0.124,-0.469,-0.214,-0.592,-0.088
1894,1,-0.453,-0.525,-0.398,-0.561,-0.345,-0.749,-0.158,-0.586,-0.327,-0.778,-0.132
1894,2,-0.378,-0.466,-0.319,-0.482,-0.275,-0.64,-0.116,-0.51,-0.253,-0.671,-0.088
1894,3,-0.377,-0.465,-0.309,-0.482,-0.271,-0.604,-0.15,-0.511,-0.25,-0.64,-0.117
1894,4,-0.381,-0.456,-0.318,-0.48,-0.283,-0.567,-0.195,-0.506,-0.261,-0.605,-0.16
1894,5,-0.422,-0.523,-0.36,-0.526,-0.318,-0.612,-0.233,-0.558,-0.298,-0.656,-0.196
1894,6,-0.492,-0.571,-0.425,-0.6,-0.385,-0.653,-0.331,-0.621,-0.363,-0.697,-0.285
1894,7,-0.315,-0.402,-0.243,-0.424,-0.205,-0.509,-0.121,-0.453,-0.184,-0.554,-0.082
1894,8,-0.341,-0.424,-0.283,-0.436,-0.245,-0.592,-0.089,-0.463,-0.231,-0.622,-0.068
1894,9,-0.457,-0.528,-0.403,-0.563,-0.351,-0.686,-0.228,-0.585,-0.335,-0.721,-0.199
1894,10,-0.441,-0.527,-0.375,-0.549,-0.334,-0.651,-0.232,-0.572,-0.316,-0.689,-0.198
1894,11,-0.42,-0.494,-0.349,-0.525,-0.314,-0.61,-0.229,-0.549,-0.293,-0.65,-0.191
1894,12,-0.407,-0.482,-0.349,-0.507,-0.307,-0.616,-0.197,-0.534,-0.287,-0.652,-0.166
1895,1,-0.494,-0.573,-0.435,-0.594,-0.394,-0.783,-0.206,-0.625,-0.377,-0.813,-0.186
1895,2,-0.678,-0.763,-0.618,-0.78,-0.576,-0.924,-0.432,-0.809,-0.555,-0.958,-0.404
1895,3,-0.522,-0.613,-0.458,-0.626,-0.418,-0.751,-0.293,-0.657,-0.396,-0.788,-0.262
1895,4,-0.403,-0.476,-0.332,-0.51,-0.296,-0.599,-0.207,-0.537,-0.275,-0.641,-0.169
1895,5,-0.415,-0.507,-0.351,-0.525,-0.304,-0.61,-0.22,-0.55,-0.282,-0.651,-0.179
1895,6,-0.332,-0.415,-0.263,-0.431,-0.232,-0.498,-0.166,-0.459,-0.211,-0.541,-0.126
1895,7,-0.35,-0.435,-0.269,-0.455,-0.246,-0.539,-0.161,-0.479,-0.22,-0.579,-0.12
1895,8,-0.263,-0.337,-0.205,-0.359,-0.167,-0.515,-0.011,-0.382,-0.151,-0.543,0.012
1895,9,-0.284,-0.357,-0.238,-0.383,-0.186,-0.511,-0.057,-0.407,-0.171,-0.544,-0.032
1895,10,-0.341,-0.408,-0.282,-0.436,-0.245,-0.552,-0.129,-0.456,-0.227,-0.581,-0.099
1895,11,-0.297,-0.368,-0.231,-0.396,-0.198,-0.488,-0.105,-0.418,-0.178,-0.524,-0.071
1895,12,-0.316,-0.398,-0.261,-0.416,-0.216,-0.525,-0.107,-0.443,-0.199,-0.561,-0.077
1896,1,-0.214,-0.287,-0.152,-0.315,-0.113,-0.497,0.069,-0.342,-0.093,-0.525,0.093
1896,2,-0.225,-0.309,-0.165,-0.331,-0.12,-0.47,0.02,-0.356,-0.098,-0.503,0.052
1896,3,-0.38,-0.469,-0.314,-0.474,-0.286,-0.591,-0.17,-0.504,-0.263,-0.624,-0.139
1896,4,-0.342,-0.413,-0.278,-0.447,-0.237,-0.53,-0.155,-0.471,-0.217,-0.57,-0.117
1896,5,-0.201,-0.303,-0.137,-0.31,-0.091,-0.391,-0.011,-0.341,-0.07,-0.437,0.029
1896,6,-0.118,-0.204,-0.053,-0.221,-0.015,-0.268,0.032,-0.245,0.005,-0.314,0.077
1896,7,-0.11,-0.187,-0.043,-0.219,0,-0.303,0.083,-0.24,0.02,-0.342,0.123
1896,8,-0.064,-0.135,-0.014,-0.169,0.041,-0.313,0.184,-0.191,0.055,-0.344,0.211
1896,9,-0.11,-0.181,-0.06,-0.217,-0.002,-0.35,0.131,-0.241,0.011,-0.386,0.157
1896,10,-0.128,-0.197,-0.066,-0.23,-0.027,-0.343,0.086,-0.251,-0.007,-0.376,0.119
1896,11,-0.283,-0.357,-0.219,-0.387,-0.179,-0.463,-0.104,-0.405,-0.16,-0.5,-0.065
1896,12,-0.03,-0.111,0.029,-0.133,0.073,-0.233,0.173,-0.159,0.09,-0.271,0.205
1897,1,-0.2,-0.274,-0.127,-0.305,-0.094,-0.498,0.099,-0.332,-0.073,-0.527,0.124
1897,2,-0.126,-0.205,-0.065,-0.229,-0.022,-0.374,0.123,-0.258,-0.001,-0.408,0.151
1897,3,-0.274,-0.361,-0.209,-0.385,-0.163,-0.485,-0.063,-0.413,-0.139,-0.526,-0.022
1897,4,-0.073,-0.143,-0.013,-0.175,0.029,-0.262,0.115,-0.199,0.051,-0.3,0.153
1897,5,-0.034,-0.121,0.029,-0.134,0.067,-0.214,0.147,-0.159,0.089,-0.253,0.185
1897,6,-0.162,-0.246,-0.095,-0.265,-0.059,-0.317,-0.006,-0.289,-0.037,-0.362,0.038
1897,7,-0.162,-0.238,-0.085,-0.272,-0.051,-0.347,0.024,-0.294,-0.027,-0.388,0.068
1897,8,-0.154,-0.223,-0.096,-0.259,-0.049,-0.412,0.104,-0.282,-0.035,-0.443,0.128
1897,9,-0.138,-0.208,-0.09,-0.244,-0.033,-0.37,0.093,-0.266,-0.018,-0.404,0.121
1897,10,-0.259,-0.331,-0.195,-0.363,-0.155,-0.466,-0.052,-0.382,-0.135,-0.499,-0.017
1897,11,-0.455,-0.519,-0.385,-0.557,-0.354,-0.641,-0.27,-0.578,-0.333,-0.678,-0.232
1897,12,-0.48,-0.56,-0.42,-0.591,-0.369,-0.67,-0.29,-0.614,-0.353,-0.713,-0.251
1898,1,-0.086,-0.157,-0.019,-0.193,0.022,-0.355,0.184,-0.219,0.043,-0.387,0.212
1898,2,-0.377,-0.46,-0.318,-0.483,-0.271,-0.615,-0.139,-0.515,-0.253,-0.654,-0.111
1898,3,-0.749,-0.833,-0.681,-0.859,-0.64,-0.961,-0.538,-0.884,-0.616,-1,-0.498
1898,4,-0.572,-0.641,-0.503,-0.676,-0.467,-0.758,-0.385,-0.7,-0.444,-0.798,-0.345
1898,5,-0.472,-0.567,-0.413,-0.58,-0.365,-0.661,-0.283,-0.606,-0.346,-0.704,-0.245
1898,6,-0.319,-0.403,-0.261,-0.423,-0.215,-0.464,-0.173,-0.448,-0.198,-0.514,-0.13
1898,7,-0.381,-0.457,-0.308,-0.487,-0.275,-0.582,-0.181,-0.508,-0.252,-0.618,-0.142
1898,8,-0.306,-0.376,-0.25,-0.407,-0.205,-0.561,-0.052,-0.43,-0.191,-0.591,-0.028
1898,9,-0.335,-0.407,-0.284,-0.441,-0.228,-0.566,-0.103,-0.464,-0.211,-0.601,-0.074
1898,10,-0.559,-0.629,-0.497,-0.663,-0.456,-0.762,-0.357,-0.683,-0.437,-0.797,-0.322
1898,11,-0.448,-0.515,-0.375,-0.55,-0.345,-0.631,-0.264,-0.57,-0.322,-0.668,-0.225
1898,12,-0.357,-0.436,-0.292,-0.457,-0.257,-0.536,-0.177,-0.482,-0.236,-0.575,-0.14
1899,1,-0.214,-0.29,-0.154,-0.319,-0.11,-0.483,0.055,-0.347,-0.09,-0.515,0.081
1899,2,-0.494,-0.58,-0.431,-0.599,-0.388,-0.721,-0.267,-0.63,-0.367,-0.759,-0.235
1899,3,-0.544,-0.626,-0.479,-0.644,-0.444,-0.744,-0.343,-0.673,-0.418,-0.782,-0.307
1899,4,-0.349,-0.416,-0.28,-0.455,-0.244,-0.527,-0.171,-0.48,-0.221,-0.57,-0.13
1899,5,-0.312,-0.398,-0.244,-0.414,-0.209,-0.502,-0.121,-0.439,-0.183,-0.54,-0.08
1899,6,-0.388,-0.476,-0.317,-0.491,-0.285,-0.541,-0.235,-0.517,-0.264,-0.588,-0.191
1899,7,-0.276,-0.351,-0.204,-0.383,-0.169,-0.473,-0.079,-0.404,-0.144,-0.511,-0.039
1899,8,-0.146,-0.219,-0.09,-0.248,-0.045,-0.403,0.11,-0.274,-0.031,-0.435,0.133
1899,9,-0.136,-0.207,-0.076,-0.24,-0.031,-0.368,0.096,-0.264,-0.012,-0.402,0.126
1899,10,-0.188,-0.262,-0.122,-0.291,-0.084,-0.388,0.013,-0.312,-0.061,-0.423,0.05
1899,11,0.025,-0.053,0.096,-0.08,0.129,-0.144,0.194,-0.104,0.151,-0.189,0.235
1899,12,-0.444,-0.523,-0.376,-0.554,-0.334,-0.618,-0.27,-0.579,-0.313,-0.665,-0.226
1900,1,-0.246,-0.323,-0.177,-0.352,-0.141,-0.519,0.027,-0.378,-0.118,-0.55,0.055
1900,2,-0.162,-0.253,-0.097,-0.269,-0.055,-0.392,0.068,-0.304,-0.035,-0.435,0.098
1900,3,-0.282,-0.362,-0.213,-0.386,-0.178,-0.491,-0.073,-0.416,-0.154,-0.531,-0.037
1900,4,-0.254,-0.32,-0.178,-0.365,-0.142,-0.44,-0.067,-0.389,-0.118,-0.484,-0.023
1900,5,-0.27,-0.368,-0.197,-0.379,-0.161,-0.46,-0.08,-0.407,-0.14,-0.504,-0.039
1900,6,-0.175,-0.267,-0.102,-0.285,-0.066,-0.35,-0.001,-0.309,-0.043,-0.395,0.044
1900,7,-0.19,-0.263,-0.118,-0.298,-0.081,-0.39,0.011,-0.321,-0.059,-0.43,0.05
1900,8,-0.182,-0.252,-0.125,-0.287,-0.077,-0.42,0.055,-0.309,-0.061,-0.452,0.084
1900,9,-0.225,-0.299,-0.174,-0.337,-0.114,-0.459,0.009,-0.361,-0.1,-0.498,0.038
1900,10,-0.06,-0.133,0.003,-0.169,0.048,-0.273,0.153,-0.191,0.066,-0.31,0.187
1900,11,-0.257,-0.318,-0.19,-0.359,-0.155,-0.439,-0.075,-0.38,-0.134,-0.478,-0.037
1900,12,-0.08,-0.162,-0.014,-0.185,0.025,-0.269,0.109,-0.211,0.047,-0.309,0.148
1901,1,-0.176,-0.256,-0.109,-0.278,-0.073,-0.426,0.074,-0.303,-0.051,-0.456,0.104
1901,2,-0.27,-0.357,-0.21,-0.369,-0.171,-0.478,-0.062,-0.401,-0.152,-0.518,-0.032
1901,3,-0.242,-0.321,-0.171,-0.348,-0.136,-0.434,-0.049,-0.375,-0.113,-0.476,-0.01
1901,4,-0.191,-0.26,-0.125,-0.301,-0.081,-0.376,-0.006,-0.323,-0.06,-0.418,0.035
1901,5,-0.195,-0.285,-0.127,-0.303,-0.087,-0.385,-0.005,-0.335,-0.066,-0.432,0.033
1901,6,-0.156,-0.24,-0.083,-0.267,-0.045,-0.313,0.001,-0.291,-0.024,-0.363,0.05
1901,7,-0.189,-0.272,-0.107,-0.302,-0.077,-0.386,0.007,-0.325,-0.051,-0.428,0.051
1901,8,-0.195,-0.269,-0.139,-0.299,-0.091,-0.445,0.054,-0.324,-0.077,-0.478,0.08
1901,9,-0.347,-0.419,-0.286,-0.446,-0.247,-0.578,-0.115,-0.471,-0.229,-0.611,-0.089
1901,10,-0.299,-0.37,-0.237,-0.409,-0.189,-0.5,-0.098,-0.428,-0.169,-0.537,-0.058
1901,11,-0.441,-0.513,-0.366,-0.544,-0.338,-0.612,-0.269,-0.565,-0.315,-0.652,-0.228
1901,12,-0.437,-0.523,-0.366,-0.536,-0.338,-0.624,-0.249,-0.564,-0.314,-0.664,-0.213
1902,1,-0.237,-0.321,-0.172,-0.334,-0.141,-0.489,0.015,-0.362,-0.119,-0.519,0.04
1902,2,-0.266,-0.348,-0.206,-0.36,-0.173,-0.49,-0.043,-0.391,-0.152,-0.523,-0.016
1902,3,-0.389,-0.465,-0.322,-0.484,-0.293,-0.579,-0.199,-0.512,-0.271,-0.615,-0.165
1902,4,-0.452,-0.512,-0.386,-0.547,-0.357,-0.63,-0.274,-0.567,-0.333,-0.663,-0.237
1902,5,-0.4,-0.483,-0.34,-0.495,-0.305,-0.583,-0.218,-0.524,-0.285,-0.62,-0.185
1902,6,-0.442,-0.52,-0.376,-0.541,-0.342,-0.604,-0.28,-0.563,-0.322,-0.643,-0.24
1902,7,-0.392,-0.466,-0.326,-0.488,-0.297,-0.587,-0.197,-0.509,-0.273,-0.619,-0.163
1902,8,-0.369,-0.43,-0.32,-0.463,-0.274,-0.615,-0.122,-0.484,-0.26,-0.642,-0.101
1902,9,-0.363,-0.437,-0.312,-0.457,-0.269,-0.599,-0.127,-0.482,-0.252,-0.629,-0.104
1902,10,-0.482,-0.551,-0.419,-0.574,-0.39,-0.687,-0.278,-0.595,-0.369,-0.716,-0.248
1902,11,-0.531,-0.602,-0.468,-0.623,-0.44,-0.705,-0.357,-0.644,-0.42,-0.739,-0.325
1902,12,-0.521,-0.602,-0.465,-0.616,-0.426,-0.708,-0.334,-0.64,-0.405,-0.742,-0.301
1903,1,-0.264,-0.34,-0.204,-0.362,-0.166,-0.52,-0.007,-0.387,-0.145,-0.549,0.018
1903,2,-0.201,-0.284,-0.145,-0.303,-0.098,-0.412,0.011,-0.332,-0.08,-0.45,0.042
1903,3,-0.355,-0.424,-0.286,-0.45,-0.26,-0.542,-0.168,-0.475,-0.236,-0.577,-0.133
1903,4,-0.472,-0.534,-0.405,-0.566,-0.379,-0.651,-0.294,-0.588,-0.355,-0.685,-0.258
1903,5,-0.464,-0.545,-0.407,-0.559,-0.369,-0.652,-0.276,-0.587,-0.35,-0.689,-0.244
1903,6,-0.546,-0.635,-0.484,-0.638,-0.453,-0.705,-0.387,-0.664,-0.435,-0.744,-0.352
1903,7,-0.495,-0.571,-0.428,-0.587,-0.403,-0.691,-0.299,-0.609,-0.377,-0.721,-0.265
1903,8,-0.589,-0.655,-0.54,-0.678,-0.501,-0.838,-0.341,-0.702,-0.487,-0.864,-0.323
1903,9,-0.525,-0.595,-0.468,-0.616,-0.433,-0.753,-0.296,-0.638,-0.415,-0.781,-0.272
1903,10,-0.654,-0.719,-0.596,-0.747,-0.561,-0.858,-0.451,-0.768,-0.542,-0.887,-0.421
1903,11,-0.627,-0.7,-0.563,-0.724,-0.531,-0.794,-0.46,-0.746,-0.512,-0.833,-0.425
1903,12,-0.596,-0.671,-0.526,-0.688,-0.504,-0.775,-0.417,-0.709,-0.481,-0.807,-0.383
1904,1,-0.634,-0.705,-0.575,-0.728,-0.54,-0.883,-0.386,-0.752,-0.519,-0.909,-0.36
1904,2,-0.59,-0.675,-0.535,-0.687,-0.493,-0.8,-0.38,-0.719,-0.476,-0.839,-0.353
1904,3,-0.655,-0.723,-0.592,-0.748,-0.561,-0.847,-0.462,-0.774,-0.539,-0.881,-0.43
1904,4,-0.554,-0.615,-0.49,-0.653,-0.455,-0.743,-0.365,-0.674,-0.433,-0.778,-0.33
1904,5,-0.53,-0.618,-0.473,-0.623,-0.437,-0.718,-0.343,-0.654,-0.418,-0.755,-0.313
1904,6,-0.519,-0.608,-0.459,-0.612,-0.426,-0.664,-0.373,-0.639,-0.406,-0.708,-0.335
1904,7,-0.523,-0.6,-0.454,-0.617,-0.43,-0.718,-0.329,-0.639,-0.403,-0.748,-0.294
1904,8,-0.474,-0.539,-0.423,-0.564,-0.383,-0.713,-0.234,-0.587,-0.369,-0.74,-0.214
1904,9,-0.478,-0.551,-0.415,-0.572,-0.385,-0.713,-0.244,-0.595,-0.366,-0.741,-0.219
1904,10,-0.476,-0.543,-0.416,-0.563,-0.388,-0.675,-0.276,-0.583,-0.366,-0.701,-0.247
1904,11,-0.381,-0.454,-0.311,-0.469,-0.293,-0.552,-0.211,-0.493,-0.27,-0.585,-0.178
1904,12,-0.409,-0.484,-0.35,-0.499,-0.32,-0.591,-0.228,-0.522,-0.299,-0.623,-0.196
1905,1,-0.46,-0.533,-0.394,-0.547,-0.373,-0.705,-0.215,-0.571,-0.347,-0.728,-0.189
1905,2,-0.7,-0.787,-0.644,-0.79,-0.609,-0.902,-0.497,-0.825,-0.591,-0.94,-0.473
1905,3,-0.463,-0.537,-0.398,-0.553,-0.373,-0.654,-0.271,-0.581,-0.349,-0.688,-0.24
1905,4,-0.552,-0.613,-0.479,-0.644,-0.461,-0.734,-0.371,-0.664,-0.433,-0.764,-0.334
1905,5,-0.344,-0.438,-0.286,-0.435,-0.253,-0.536,-0.152,-0.467,-0.234,-0.572,-0.124
1905,6,-0.321,-0.408,-0.254,-0.412,-0.23,-0.469,-0.174,-0.438,-0.21,-0.51,-0.137
1905,7,-0.298,-0.364,-0.227,-0.389,-0.207,-0.487,-0.109,-0.409,-0.179,-0.516,-0.074
1905,8,-0.303,-0.367,-0.249,-0.391,-0.216,-0.546,-0.061,-0.413,-0.2,-0.571,-0.041
1905,9,-0.316,-0.387,-0.249,-0.408,-0.225,-0.547,-0.086,-0.429,-0.205,-0.573,-0.06
1905,10,-0.363,-0.428,-0.303,-0.449,-0.276,-0.557,-0.168,-0.472,-0.253,-0.585,-0.139
1905,11,-0.221,-0.287,-0.155,-0.309,-0.133,-0.39,-0.051,-0.332,-0.112,-0.424,-0.02
1905,12,-0.195,-0.271,-0.133,-0.284,-0.107,-0.371,-0.02,-0.307,-0.085,-0.403,0.012
1906,1,-0.07,-0.144,-0.006,-0.158,0.018,-0.324,0.184,-0.185,0.039,-0.349,0.206
1906,2,-0.232,-0.313,-0.176,-0.319,-0.145,-0.443,-0.021,-0.35,-0.126,-0.475,0.003
1906,3,-0.287,-0.359,-0.212,-0.374,-0.199,-0.479,-0.094,-0.401,-0.176,-0.511,-0.065
1906,4,-0.112,-0.174,-0.043,-0.199,-0.024,-0.303,0.079,-0.22,0.002,-0.331,0.112
1906,5,-0.334,-0.42,-0.273,-0.422,-0.245,-0.524,-0.143,-0.453,-0.225,-0.558,-0.116
1906,6,-0.295,-0.378,-0.229,-0.379,-0.21,-0.438,-0.151,-0.407,-0.19,-0.478,-0.118
1906,7,-0.321,-0.392,-0.252,-0.409,-0.232,-0.512,-0.13,-0.431,-0.205,-0.54,-0.097
1906,8,-0.32,-0.388,-0.264,-0.405,-0.236,-0.558,-0.083,-0.426,-0.22,-0.581,-0.064
1906,9,-0.385,-0.456,-0.327,-0.474,-0.295,-0.608,-0.162,-0.496,-0.276,-0.635,-0.137
1906,10,-0.352,-0.414,-0.292,-0.444,-0.26,-0.562,-0.143,-0.464,-0.237,-0.589,-0.112
1906,11,-0.428,-0.497,-0.361,-0.52,-0.336,-0.601,-0.255,-0.542,-0.318,-0.636,-0.223
1906,12,-0.28,-0.354,-0.215,-0.367,-0.193,-0.454,-0.106,-0.39,-0.168,-0.485,-0.072
1907,1,-0.433,-0.506,-0.37,-0.523,-0.343,-0.652,-0.214,-0.545,-0.321,-0.678,-0.186
1907,2,-0.51,-0.59,-0.45,-0.602,-0.418,-0.712,-0.308,-0.632,-0.399,-0.748,-0.281
1907,3,-0.334,-0.403,-0.269,-0.424,-0.243,-0.519,-0.149,-0.452,-0.221,-0.554,-0.118
1907,4,-0.505,-0.564,-0.434,-0.599,-0.412,-0.685,-0.326,-0.618,-0.387,-0.716,-0.289
1907,5,-0.557,-0.65,-0.502,-0.646,-0.467,-0.743,-0.371,-0.679,-0.45,-0.78,-0.344
1907,6,-0.525,-0.612,-0.461,-0.617,-0.432,-0.667,-0.382,-0.645,-0.414,-0.711,-0.344
1907,7,-0.405,-0.473,-0.336,-0.492,-0.318,-0.594,-0.215,-0.513,-0.291,-0.622,-0.183
1907,8,-0.457,-0.526,-0.411,-0.538,-0.375,-0.697,-0.216,-0.564,-0.364,-0.723,-0.202
1907,9,-0.406,-0.475,-0.353,-0.49,-0.322,-0.624,-0.188,-0.514,-0.305,-0.65,-0.167
1907,10,-0.358,-0.424,-0.303,-0.45,-0.266,-0.563,-0.154,-0.47,-0.247,-0.591,-0.125
1907,11,-0.58,-0.655,-0.528,-0.67,-0.491,-0.737,-0.424,-0.695,-0.476,-0.776,-0.393
1907,12,-0.531,-0.603,-0.47,-0.616,-0.445,-0.694,-0.368,-0.64,-0.423,-0.726,-0.334
1908,1,-0.409,-0.483,-0.35,-0.497,-0.321,-0.647,-0.171,-0.521,-0.3,-0.672,-0.146
1908,2,-0.412,-0.491,-0.353,-0.498,-0.326,-0.604,-0.22,-0.528,-0.307,-0.638,-0.194
1908,3,-0.629,-0.705,-0.561,-0.716,-0.543,-0.815,-0.444,-0.743,-0.519,-0.847,-0.415
1908,4,-0.546,-0.609,-0.485,-0.631,-0.461,-0.722,-0.371,-0.65,-0.435,-0.749,-0.337
1908,5,-0.472,-0.563,-0.414,-0.56,-0.383,-0.658,-0.285,-0.588,-0.363,-0.691,-0.256
1908,6,-0.475,-0.561,-0.412,-0.56,-0.39,-0.63,-0.32,-0.588,-0.37,-0.667,-0.288
1908,7,-0.472,-0.545,-0.405,-0.555,-0.388,-0.663,-0.28,-0.576,-0.36,-0.688,-0.248
1908,8,-0.533,-0.595,-0.478,-0.615,-0.451,-0.773,-0.292,-0.637,-0.435,-0.796,-0.274
